Time,Main Warning,Sub Warning,Full Warning,Warning Text,WarnMsg,Value0
10/05/2014 17:26:58,100,230,100 : 230,Set point active power : Power limitation (10h),TRUE,0
10/05/2014 17:26:58,0,0,0 : 0,RTU,FALSE,0
11/05/2014 03:26:56,100,230,100 : 230,Set point active power : Power limitation (10h),TRUE,0
11/05/2014 03:26:56,0,0,0 : 0,RTU,FALSE,0
11/05/2014 13:26:54,100,230,100 : 230,Set point active power : Power limitation (10h),TRUE,0
11/05/2014 13:26:54,0,0,0 : 0,RTU,FALSE,0
11/05/2014 23:26:52,100,230,100 : 230,Set point active power : Power limitation (10h),TRUE,0
11/05/2014 23:26:52,0,0,0 : 0,RTU,FALSE,0
12/05/2014 09:26:50,100,230,100 : 230,Set point active power : Power limitation (10h),TRUE,0
12/05/2014 09:26:50,0,0,0 : 0,RTU,FALSE,0
12/05/2014 19:26:47,100,230,100 : 230,Set point active power : Power limitation (10h),TRUE,0
12/05/2014 19:26:47,0,0,0 : 0,RTU,FALSE,0
13/05/2014 05:26:45,100,230,100 : 230,Set point active power : Power limitation (10h),TRUE,0
13/05/2014 05:26:45,0,0,0 : 0,RTU,FALSE,0
13/05/2014 15:26:43,100,230,100 : 230,Set point active power : Power limitation (10h),TRUE,0
13/05/2014 15:26:43,0,0,0 : 0,RTU,FALSE,0
14/05/2014 01:26:41,100,230,100 : 230,Set point active power : Power limitation (10h),TRUE,0
14/05/2014 01:26:41,0,0,0 : 0,RTU,FALSE,0
15/05/2014 09:41:38,240,1,240 : 1,Remote control PC,FALSE,0
15/05/2014 11:43:10,240,0,240 : 0,Remote control PC,FALSE,0
15/05/2014 11:43:11,0,0,0 : 0,RTU,FALSE,0
19/05/2014 20:10:54,20,50,20 : 50,Measurement Trancducer : Undervoltage U,FALSE,0
19/05/2014 20:10:54,0,0,0 : 0,RTU,FALSE,0
20/05/2014 16:05:10,20,50,20 : 50,Measurement Trancducer : Undervoltage U,FALSE,0
20/05/2014 16:05:10,0,0,0 : 0,RTU,FALSE,0
20/05/2014 16:46:29,20,50,20 : 50,Measurement Trancducer : Undervoltage U,FALSE,0
20/05/2014 16:46:29,0,0,0 : 0,RTU,FALSE,0
22/05/2014 15:52:54,20,50,20 : 50,Measurement Trancducer : Undervoltage U,FALSE,0
22/05/2014 15:52:55,0,0,0 : 0,RTU,FALSE,0
22/05/2014 15:53:00,20,52,20 : 52,Measurement Trancducer : Underfrequence F,FALSE,0
22/05/2014 15:53:00,0,0,0 : 0,RTU,FALSE,0
24/05/2014 17:00:46,20,50,20 : 50,Measurement Trancducer : Undervoltage U,FALSE,0
24/05/2014 17:00:46,0,0,0 : 0,RTU,FALSE,0
