Time,Main Status,Sub Status,Full Status,Status Text,T,Service,FaultMsg,Value0
26/09/2014 12:11:16,100,100,100 : 100,Set point active power : Relative reduction reversed,1,FALSE,FALSE,0
26/09/2014 12:11:18,0,0,0 : 0,RTU : RTU in Operation,1,FALSE,FALSE,0
26/09/2014 12:11:20,100,82,100 : 82,Set point active power : Active power set point: 82%,1,FALSE,FALSE,0
26/09/2014 12:11:22,100,84,100 : 84,Set point active power : Active power set point: 84%,1,FALSE,FALSE,0
26/09/2014 12:11:24,100,88,100 : 88,Set point active power : Active power set point: 88%,1,FALSE,FALSE,0
26/09/2014 12:11:26,100,93,100 : 93,Set point active power : Active power set point: 93%,1,FALSE,FALSE,0
26/09/2014 12:11:28,100,99,100 : 99,Set point active power : Active power set point: 99%,1,FALSE,FALSE,0
26/09/2014 12:11:30,100,100,100 : 100,Set point active power : Relative reduction reversed,1,FALSE,FALSE,0
26/09/2014 12:11:31,0,0,0 : 0,RTU : RTU in Operation,1,FALSE,FALSE,0
26/09/2014 12:11:46,100,82,100 : 82,Set point active power : Active power set point: 82%,1,FALSE,FALSE,0
26/09/2014 12:11:49,100,83,100 : 83,Set point active power : Active power set point: 83%,1,FALSE,FALSE,0
26/09/2014 12:11:51,100,87,100 : 87,Set point active power : Active power set point: 87%,1,FALSE,FALSE,0
26/09/2014 12:11:53,100,93,100 : 93,Set point active power : Active power set point: 93%,1,FALSE,FALSE,0
