Time,Main Status,Sub Status,Full Status,Status Text,T,Service,FaultMsg,Value0
29/04/2014 11:27:57,100,82,100 : 82,Set point active power : Active power set point: 82%,1,FALSE,FALSE,0
01/05/2014 08:57:11,240,1,240 : 1,Remote control PC : switched off,5,FALSE,FALSE,0
01/05/2014 11:28:32,240,0,240 : 0,Remote control PC : switched on,5,FALSE,FALSE,0
01/05/2014 11:28:33,100,82,100 : 82,Set point active power : Active power set point: 82%,1,FALSE,FALSE,0
15/05/2014 09:41:38,240,1,240 : 1,Remote control PC : switched off,5,FALSE,FALSE,0
15/05/2014 11:43:10,240,0,240 : 0,Remote control PC : switched on,5,FALSE,FALSE,0
15/05/2014 11:43:11,100,82,100 : 82,Set point active power : Active power set point: 82%,1,FALSE,FALSE,0
27/05/2014 11:01:24,240,1,240 : 1,Remote control PC : switched off,5,FALSE,FALSE,0
27/05/2014 16:00:33,240,0,240 : 0,Remote control PC : switched on,5,FALSE,FALSE,0
27/05/2014 16:00:34,100,82,100 : 82,Set point active power : Active power set point: 82%,1,FALSE,FALSE,0
04/06/2014 08:20:34,240,1,240 : 1,Remote control PC : switched off,5,FALSE,FALSE,0
04/06/2014 16:55:44,240,0,240 : 0,Remote control PC : switched on,5,FALSE,FALSE,0
04/06/2014 16:55:45,100,82,100 : 82,Set point active power : Active power set point: 82%,1,FALSE,FALSE,0
05/06/2014 15:56:05,240,1,240 : 1,Remote control PC : switched off,5,FALSE,FALSE,0
05/06/2014 17:33:14,240,0,240 : 0,Remote control PC : switched on,5,FALSE,FALSE,0
05/06/2014 17:33:15,100,82,100 : 82,Set point active power : Active power set point: 82%,1,FALSE,FALSE,0
07/06/2014 11:49:11,100,85,100 : 85,Set point active power : Active power set point: 85%,1,FALSE,FALSE,0
07/06/2014 11:49:13,100,88,100 : 88,Set point active power : Active power set point: 88%,1,FALSE,FALSE,0
07/06/2014 11:49:15,100,91,100 : 91,Set point active power : Active power set point: 91%,1,FALSE,FALSE,0
07/06/2014 11:49:17,100,95,100 : 95,Set point active power : Active power set point: 95%,1,FALSE,FALSE,0
07/06/2014 11:49:19,100,99,100 : 99,Set point active power : Active power set point: 99%,1,FALSE,FALSE,0
07/06/2014 11:49:21,100,100,100 : 100,Set point active power : Relative reduction reversed,1,FALSE,FALSE,0
07/06/2014 11:49:21,0,0,0 : 0,RTU : RTU in Operation,1,FALSE,FALSE,0
07/06/2014 11:54:42,100,83,100 : 83,Set point active power : Active power set point: 83%,1,FALSE,FALSE,0
07/06/2014 11:54:47,100,86,100 : 86,Set point active power : Active power set point: 86%,1,FALSE,FALSE,0
07/06/2014 11:54:49,100,89,100 : 89,Set point active power : Active power set point: 89%,1,FALSE,FALSE,0
07/06/2014 11:54:52,100,93,100 : 93,Set point active power : Active power set point: 93%,1,FALSE,FALSE,0
07/06/2014 11:54:54,100,99,100 : 99,Set point active power : Active power set point: 99%,1,FALSE,FALSE,0
07/06/2014 11:54:56,100,100,100 : 100,Set point active power : Relative reduction reversed,1,FALSE,FALSE,0
07/06/2014 11:54:56,0,0,0 : 0,RTU : RTU in Operation,1,FALSE,FALSE,0
07/06/2014 12:00:23,100,89,100 : 89,Set point active power : Active power set point: 89%,1,FALSE,FALSE,0
07/06/2014 12:00:25,100,91,100 : 91,Set point active power : Active power set point: 91%,1,FALSE,FALSE,0
07/06/2014 12:00:27,100,93,100 : 93,Set point active power : Active power set point: 93%,1,FALSE,FALSE,0
07/06/2014 12:00:29,100,95,100 : 95,Set point active power : Active power set point: 95%,1,FALSE,FALSE,0
07/06/2014 12:00:32,100,99,100 : 99,Set point active power : Active power set point: 99%,1,FALSE,FALSE,0
07/06/2014 12:00:35,100,100,100 : 100,Set point active power : Relative reduction reversed,1,FALSE,FALSE,0
07/06/2014 12:00:35,0,0,0 : 0,RTU : RTU in Operation,1,FALSE,FALSE,0
07/06/2014 12:00:52,100,82,100 : 82,Set point active power : Active power set point: 82%,1,FALSE,FALSE,0
07/06/2014 12:01:28,100,83,100 : 83,Set point active power : Active power set point: 83%,1,FALSE,FALSE,0
07/06/2014 12:01:32,100,84,100 : 84,Set point active power : Active power set point: 84%,1,FALSE,FALSE,0
07/06/2014 12:01:38,100,85,100 : 85,Set point active power : Active power set point: 85%,1,FALSE,FALSE,0
07/06/2014 12:01:44,100,86,100 : 86,Set point active power : Active power set point: 86%,1,FALSE,FALSE,0
07/06/2014 12:01:49,100,87,100 : 87,Set point active power : Active power set point: 87%,1,FALSE,FALSE,0
07/06/2014 12:01:55,100,88,100 : 88,Set point active power : Active power set point: 88%,1,FALSE,FALSE,0
07/06/2014 12:02:01,100,89,100 : 89,Set point active power : Active power set point: 89%,1,FALSE,FALSE,0
07/06/2014 12:02:07,100,90,100 : 90,Set point active power : Active power set point: 90%,1,FALSE,FALSE,0
07/06/2014 12:02:11,100,91,100 : 91,Set point active power : Active power set point: 91%,1,FALSE,FALSE,0
07/06/2014 12:02:17,100,92,100 : 92,Set point active power : Active power set point: 92%,1,FALSE,FALSE,0
07/06/2014 12:02:23,100,93,100 : 93,Set point active power : Active power set point: 93%,1,FALSE,FALSE,0
07/06/2014 12:02:27,100,94,100 : 94,Set point active power : Active power set point: 94%,1,FALSE,FALSE,0
07/06/2014 12:02:33,100,95,100 : 95,Set point active power : Active power set point: 95%,1,FALSE,FALSE,0
07/06/2014 12:02:39,100,96,100 : 96,Set point active power : Active power set point: 96%,1,FALSE,FALSE,0
07/06/2014 12:02:45,100,97,100 : 97,Set point active power : Active power set point: 97%,1,FALSE,FALSE,0
07/06/2014 12:02:49,100,98,100 : 98,Set point active power : Active power set point: 98%,1,FALSE,FALSE,0
07/06/2014 12:02:56,100,99,100 : 99,Set point active power : Active power set point: 99%,1,FALSE,FALSE,0
07/06/2014 12:03:02,100,100,100 : 100,Set point active power : Relative reduction reversed,1,FALSE,FALSE,0
07/06/2014 12:03:04,0,0,0 : 0,RTU : RTU in Operation,1,FALSE,FALSE,0
07/06/2014 12:03:20,100,93,100 : 93,Set point active power : Active power set point: 93%,1,FALSE,FALSE,0
07/06/2014 12:03:35,100,82,100 : 82,Set point active power : Active power set point: 82%,1,FALSE,FALSE,0
07/06/2014 12:04:10,100,89,100 : 89,Set point active power : Active power set point: 89%,1,FALSE,FALSE,0
07/06/2014 12:04:12,100,90,100 : 90,Set point active power : Active power set point: 90%,1,FALSE,FALSE,0
07/06/2014 12:04:18,100,91,100 : 91,Set point active power : Active power set point: 91%,1,FALSE,FALSE,0
07/06/2014 12:04:23,100,92,100 : 92,Set point active power : Active power set point: 92%,1,FALSE,FALSE,0
07/06/2014 12:04:28,100,93,100 : 93,Set point active power : Active power set point: 93%,1,FALSE,FALSE,0
07/06/2014 12:04:34,100,94,100 : 94,Set point active power : Active power set point: 94%,1,FALSE,FALSE,0
07/06/2014 12:04:41,100,95,100 : 95,Set point active power : Active power set point: 95%,1,FALSE,FALSE,0
07/06/2014 12:04:45,100,96,100 : 96,Set point active power : Active power set point: 96%,1,FALSE,FALSE,0
07/06/2014 12:04:51,100,97,100 : 97,Set point active power : Active power set point: 97%,1,FALSE,FALSE,0
07/06/2014 12:04:57,100,98,100 : 98,Set point active power : Active power set point: 98%,1,FALSE,FALSE,0
07/06/2014 12:05:01,100,99,100 : 99,Set point active power : Active power set point: 99%,1,FALSE,FALSE,0
07/06/2014 12:05:07,100,100,100 : 100,Set point active power : Relative reduction reversed,1,FALSE,FALSE,0
07/06/2014 12:05:09,0,0,0 : 0,RTU : RTU in Operation,1,FALSE,FALSE,0
07/06/2014 12:08:56,100,89,100 : 89,Set point active power : Active power set point: 89%,1,FALSE,FALSE,0
07/06/2014 12:09:06,100,88,100 : 88,Set point active power : Active power set point: 88%,1,FALSE,FALSE,0
07/06/2014 12:09:16,100,87,100 : 87,Set point active power : Active power set point: 87%,1,FALSE,FALSE,0
07/06/2014 12:09:28,100,86,100 : 86,Set point active power : Active power set point: 86%,1,FALSE,FALSE,0
07/06/2014 12:09:40,100,85,100 : 85,Set point active power : Active power set point: 85%,1,FALSE,FALSE,0
07/06/2014 12:09:50,100,84,100 : 84,Set point active power : Active power set point: 84%,1,FALSE,FALSE,0
07/06/2014 12:10:02,100,83,100 : 83,Set point active power : Active power set point: 83%,1,FALSE,FALSE,0
07/06/2014 12:10:12,100,82,100 : 82,Set point active power : Active power set point: 82%,1,FALSE,FALSE,0
07/06/2014 12:11:22,100,100,100 : 100,Set point active power : Relative reduction reversed,1,FALSE,FALSE,0
07/06/2014 12:11:22,0,0,0 : 0,RTU : RTU in Operation,1,FALSE,FALSE,0
13/06/2014 10:57:12,240,1,240 : 1,Remote control PC : switched off,5,FALSE,FALSE,0
13/06/2014 12:45:53,240,0,240 : 0,Remote control PC : switched on,5,FALSE,FALSE,0
13/06/2014 12:45:54,100,82,100 : 82,Set point active power : Active power set point: 82%,1,FALSE,FALSE,0
13/06/2014 12:45:54,100,100,100 : 100,Set point active power : Relative reduction reversed,1,FALSE,FALSE,0
13/06/2014 12:45:54,0,0,0 : 0,RTU : RTU in Operation,1,FALSE,FALSE,0
13/06/2014 13:23:51,100,99,100 : 99,Set point active power : Active power set point: 99%,1,FALSE,FALSE,0
13/06/2014 13:23:53,100,100,100 : 100,Set point active power : Relative reduction reversed,1,FALSE,FALSE,0
13/06/2014 13:23:53,0,0,0 : 0,RTU : RTU in Operation,1,FALSE,FALSE,0
14/06/2014 00:37:05,100,100,100 : 100,Set point active power : Relative reduction reversed,1,FALSE,FALSE,0
14/06/2014 00:37:07,0,0,0 : 0,RTU : RTU in Operation,1,FALSE,FALSE,0
15/07/2014 07:41:44,100,82,100 : 82,Set point active power : Active power set point: 82%,1,FALSE,FALSE,0
15/07/2014 07:41:46,100,83,100 : 83,Set point active power : Active power set point: 83%,1,FALSE,FALSE,0
15/07/2014 07:41:48,100,89,100 : 89,Set point active power : Active power set point: 89%,1,FALSE,FALSE,0
15/07/2014 07:41:50,100,94,100 : 94,Set point active power : Active power set point: 94%,1,FALSE,FALSE,0
15/07/2014 07:41:53,100,100,100 : 100,Set point active power : Relative reduction reversed,1,FALSE,FALSE,0
15/07/2014 07:41:53,0,0,0 : 0,RTU : RTU in Operation,1,FALSE,FALSE,0
15/07/2014 08:22:22,100,82,100 : 82,Set point active power : Active power set point: 82%,1,FALSE,FALSE,0
15/07/2014 08:22:26,100,87,100 : 87,Set point active power : Active power set point: 87%,1,FALSE,FALSE,0
15/07/2014 08:22:29,100,94,100 : 94,Set point active power : Active power set point: 94%,1,FALSE,FALSE,0
15/07/2014 08:22:31,100,99,100 : 99,Set point active power : Active power set point: 99%,1,FALSE,FALSE,0
15/07/2014 08:22:33,100,100,100 : 100,Set point active power : Relative reduction reversed,1,FALSE,FALSE,0
15/07/2014 08:22:33,0,0,0 : 0,RTU : RTU in Operation,1,FALSE,FALSE,0
15/07/2014 08:25:06,100,82,100 : 82,Set point active power : Active power set point: 82%,1,FALSE,FALSE,0
15/07/2014 08:25:08,100,83,100 : 83,Set point active power : Active power set point: 83%,1,FALSE,FALSE,0
15/07/2014 08:25:10,100,89,100 : 89,Set point active power : Active power set point: 89%,1,FALSE,FALSE,0
15/07/2014 08:25:12,100,96,100 : 96,Set point active power : Active power set point: 96%,1,FALSE,FALSE,0
15/07/2014 08:25:14,100,100,100 : 100,Set point active power : Relative reduction reversed,1,FALSE,FALSE,0
15/07/2014 08:25:14,0,0,0 : 0,RTU : RTU in Operation,1,FALSE,FALSE,0
15/07/2014 08:25:18,100,82,100 : 82,Set point active power : Active power set point: 82%,1,FALSE,FALSE,0
15/07/2014 08:25:20,100,88,100 : 88,Set point active power : Active power set point: 88%,1,FALSE,FALSE,0
15/07/2014 08:25:22,100,95,100 : 95,Set point active power : Active power set point: 95%,1,FALSE,FALSE,0
15/07/2014 08:25:24,100,100,100 : 100,Set point active power : Relative reduction reversed,1,FALSE,FALSE,0
15/07/2014 08:25:24,0,0,0 : 0,RTU : RTU in Operation,1,FALSE,FALSE,0
15/07/2014 08:25:28,100,82,100 : 82,Set point active power : Active power set point: 82%,1,FALSE,FALSE,0
15/07/2014 08:25:30,100,83,100 : 83,Set point active power : Active power set point: 83%,1,FALSE,FALSE,0
15/07/2014 08:25:32,100,89,100 : 89,Set point active power : Active power set point: 89%,1,FALSE,FALSE,0
15/07/2014 08:25:34,100,95,100 : 95,Set point active power : Active power set point: 95%,1,FALSE,FALSE,0
15/07/2014 08:25:36,100,100,100 : 100,Set point active power : Relative reduction reversed,1,FALSE,FALSE,0
15/07/2014 08:25:37,0,0,0 : 0,RTU : RTU in Operation,1,FALSE,FALSE,0
15/07/2014 08:35:31,100,82,100 : 82,Set point active power : Active power set point: 82%,1,FALSE,FALSE,0
15/07/2014 08:35:41,100,83,100 : 83,Set point active power : Active power set point: 83%,1,FALSE,FALSE,0
15/07/2014 08:35:44,100,82,100 : 82,Set point active power : Active power set point: 82%,1,FALSE,FALSE,0
15/07/2014 08:35:46,100,87,100 : 87,Set point active power : Active power set point: 87%,1,FALSE,FALSE,0
15/07/2014 08:35:50,100,98,100 : 98,Set point active power : Active power set point: 98%,1,FALSE,FALSE,0
15/07/2014 08:35:52,100,100,100 : 100,Set point active power : Relative reduction reversed,1,FALSE,FALSE,0
15/07/2014 08:35:52,0,0,0 : 0,RTU : RTU in Operation,1,FALSE,FALSE,0
15/07/2014 08:35:54,100,82,100 : 82,Set point active power : Active power set point: 82%,1,FALSE,FALSE,0
15/07/2014 08:35:57,100,86,100 : 86,Set point active power : Active power set point: 86%,1,FALSE,FALSE,0
15/07/2014 08:35:59,100,91,100 : 91,Set point active power : Active power set point: 91%,1,FALSE,FALSE,0
15/07/2014 08:36:02,100,100,100 : 100,Set point active power : Relative reduction reversed,1,FALSE,FALSE,0
15/07/2014 08:36:02,0,0,0 : 0,RTU : RTU in Operation,1,FALSE,FALSE,0
15/07/2014 08:36:04,100,82,100 : 82,Set point active power : Active power set point: 82%,1,FALSE,FALSE,0
15/07/2014 08:36:14,100,87,100 : 87,Set point active power : Active power set point: 87%,1,FALSE,FALSE,0
15/07/2014 08:36:19,100,100,100 : 100,Set point active power : Relative reduction reversed,1,FALSE,FALSE,0
15/07/2014 08:36:19,0,0,0 : 0,RTU : RTU in Operation,1,FALSE,FALSE,0
15/07/2014 08:37:40,100,82,100 : 82,Set point active power : Active power set point: 82%,1,FALSE,FALSE,0
15/07/2014 08:37:46,100,89,100 : 89,Set point active power : Active power set point: 89%,1,FALSE,FALSE,0
15/07/2014 08:37:48,100,95,100 : 95,Set point active power : Active power set point: 95%,1,FALSE,FALSE,0
15/07/2014 08:37:50,100,100,100 : 100,Set point active power : Relative reduction reversed,1,FALSE,FALSE,0
15/07/2014 08:37:50,0,0,0 : 0,RTU : RTU in Operation,1,FALSE,FALSE,0
15/07/2014 08:37:58,100,82,100 : 82,Set point active power : Active power set point: 82%,1,FALSE,FALSE,0
15/07/2014 08:38:10,100,100,100 : 100,Set point active power : Relative reduction reversed,1,FALSE,FALSE,0
15/07/2014 08:38:11,0,0,0 : 0,RTU : RTU in Operation,1,FALSE,FALSE,0
15/07/2014 08:38:19,100,82,100 : 82,Set point active power : Active power set point: 82%,1,FALSE,FALSE,0
15/07/2014 08:38:24,100,95,100 : 95,Set point active power : Active power set point: 95%,1,FALSE,FALSE,0
15/07/2014 08:38:26,100,100,100 : 100,Set point active power : Relative reduction reversed,1,FALSE,FALSE,0
15/07/2014 08:38:27,0,0,0 : 0,RTU : RTU in Operation,1,FALSE,FALSE,0
15/07/2014 08:39:38,100,82,100 : 82,Set point active power : Active power set point: 82%,1,FALSE,FALSE,0
15/07/2014 08:39:41,100,87,100 : 87,Set point active power : Active power set point: 87%,1,FALSE,FALSE,0
15/07/2014 08:39:44,100,91,100 : 91,Set point active power : Active power set point: 91%,1,FALSE,FALSE,0
15/07/2014 08:39:47,100,100,100 : 100,Set point active power : Relative reduction reversed,1,FALSE,FALSE,0
15/07/2014 08:39:47,0,0,0 : 0,RTU : RTU in Operation,1,FALSE,FALSE,0
15/07/2014 08:40:00,100,82,100 : 82,Set point active power : Active power set point: 82%,1,FALSE,FALSE,0
15/07/2014 08:40:03,100,85,100 : 85,Set point active power : Active power set point: 85%,1,FALSE,FALSE,0
15/07/2014 08:40:05,100,92,100 : 92,Set point active power : Active power set point: 92%,1,FALSE,FALSE,0
15/07/2014 08:40:08,100,100,100 : 100,Set point active power : Relative reduction reversed,1,FALSE,FALSE,0
15/07/2014 08:40:08,0,0,0 : 0,RTU : RTU in Operation,1,FALSE,FALSE,0
15/07/2014 08:41:02,100,82,100 : 82,Set point active power : Active power set point: 82%,1,FALSE,FALSE,0
15/07/2014 08:41:20,100,83,100 : 83,Set point active power : Active power set point: 83%,1,FALSE,FALSE,0
15/07/2014 08:41:23,100,89,100 : 89,Set point active power : Active power set point: 89%,1,FALSE,FALSE,0
15/07/2014 08:41:25,100,95,100 : 95,Set point active power : Active power set point: 95%,1,FALSE,FALSE,0
15/07/2014 08:41:27,100,100,100 : 100,Set point active power : Relative reduction reversed,1,FALSE,FALSE,0
15/07/2014 08:41:27,0,0,0 : 0,RTU : RTU in Operation,1,FALSE,FALSE,0
15/07/2014 08:42:36,100,82,100 : 82,Set point active power : Active power set point: 82%,1,FALSE,FALSE,0
15/07/2014 08:42:58,100,83,100 : 83,Set point active power : Active power set point: 83%,1,FALSE,FALSE,0
15/07/2014 08:43:00,100,84,100 : 84,Set point active power : Active power set point: 84%,1,FALSE,FALSE,0
15/07/2014 08:43:03,100,91,100 : 91,Set point active power : Active power set point: 91%,1,FALSE,FALSE,0
15/07/2014 08:43:05,100,97,100 : 97,Set point active power : Active power set point: 97%,1,FALSE,FALSE,0
15/07/2014 08:43:07,100,100,100 : 100,Set point active power : Relative reduction reversed,1,FALSE,FALSE,0
15/07/2014 08:43:07,0,0,0 : 0,RTU : RTU in Operation,1,FALSE,FALSE,0
15/07/2014 08:43:12,100,82,100 : 82,Set point active power : Active power set point: 82%,1,FALSE,FALSE,0
15/07/2014 08:43:15,100,85,100 : 85,Set point active power : Active power set point: 85%,1,FALSE,FALSE,0
15/07/2014 08:43:17,100,92,100 : 92,Set point active power : Active power set point: 92%,1,FALSE,FALSE,0
15/07/2014 08:43:19,100,98,100 : 98,Set point active power : Active power set point: 98%,1,FALSE,FALSE,0
15/07/2014 08:43:21,100,100,100 : 100,Set point active power : Relative reduction reversed,1,FALSE,FALSE,0
15/07/2014 08:43:21,0,0,0 : 0,RTU : RTU in Operation,1,FALSE,FALSE,0
15/07/2014 08:44:10,100,82,100 : 82,Set point active power : Active power set point: 82%,1,FALSE,FALSE,0
15/07/2014 08:44:22,100,83,100 : 83,Set point active power : Active power set point: 83%,1,FALSE,FALSE,0
15/07/2014 08:44:25,100,90,100 : 90,Set point active power : Active power set point: 90%,1,FALSE,FALSE,0
15/07/2014 08:44:27,100,96,100 : 96,Set point active power : Active power set point: 96%,1,FALSE,FALSE,0
15/07/2014 08:44:29,100,100,100 : 100,Set point active power : Relative reduction reversed,1,FALSE,FALSE,0
15/07/2014 08:44:29,0,0,0 : 0,RTU : RTU in Operation,1,FALSE,FALSE,0
15/07/2014 08:45:20,100,82,100 : 82,Set point active power : Active power set point: 82%,1,FALSE,FALSE,0
15/07/2014 08:45:32,100,88,100 : 88,Set point active power : Active power set point: 88%,1,FALSE,FALSE,0
15/07/2014 08:45:34,100,95,100 : 95,Set point active power : Active power set point: 95%,1,FALSE,FALSE,0
15/07/2014 08:45:36,100,82,100 : 82,Set point active power : Active power set point: 82%,1,FALSE,FALSE,0
15/07/2014 08:46:04,100,83,100 : 83,Set point active power : Active power set point: 83%,1,FALSE,FALSE,0
15/07/2014 08:46:06,100,89,100 : 89,Set point active power : Active power set point: 89%,1,FALSE,FALSE,0
15/07/2014 08:46:08,100,94,100 : 94,Set point active power : Active power set point: 94%,1,FALSE,FALSE,0
15/07/2014 08:46:10,100,100,100 : 100,Set point active power : Relative reduction reversed,1,FALSE,FALSE,0
15/07/2014 08:46:10,0,0,0 : 0,RTU : RTU in Operation,1,FALSE,FALSE,0
15/07/2014 08:46:26,100,82,100 : 82,Set point active power : Active power set point: 82%,1,FALSE,FALSE,0
15/07/2014 08:46:30,100,83,100 : 83,Set point active power : Active power set point: 83%,1,FALSE,FALSE,0
15/07/2014 08:46:32,100,82,100 : 82,Set point active power : Active power set point: 82%,1,FALSE,FALSE,0
15/07/2014 08:46:36,100,83,100 : 83,Set point active power : Active power set point: 83%,1,FALSE,FALSE,0
15/07/2014 08:46:38,100,89,100 : 89,Set point active power : Active power set point: 89%,1,FALSE,FALSE,0
15/07/2014 08:46:40,100,96,100 : 96,Set point active power : Active power set point: 96%,1,FALSE,FALSE,0
15/07/2014 08:46:42,100,82,100 : 82,Set point active power : Active power set point: 82%,1,FALSE,FALSE,0
15/07/2014 08:46:46,100,83,100 : 83,Set point active power : Active power set point: 83%,1,FALSE,FALSE,0
15/07/2014 08:46:48,100,82,100 : 82,Set point active power : Active power set point: 82%,1,FALSE,FALSE,0
15/07/2014 08:46:54,100,83,100 : 83,Set point active power : Active power set point: 83%,1,FALSE,FALSE,0
15/07/2014 08:46:56,100,82,100 : 82,Set point active power : Active power set point: 82%,1,FALSE,FALSE,0
15/07/2014 08:47:00,100,83,100 : 83,Set point active power : Active power set point: 83%,1,FALSE,FALSE,0
15/07/2014 08:47:02,100,82,100 : 82,Set point active power : Active power set point: 82%,1,FALSE,FALSE,0
15/07/2014 08:47:10,100,83,100 : 83,Set point active power : Active power set point: 83%,1,FALSE,FALSE,0
15/07/2014 08:47:12,100,89,100 : 89,Set point active power : Active power set point: 89%,1,FALSE,FALSE,0
15/07/2014 08:47:14,100,82,100 : 82,Set point active power : Active power set point: 82%,1,FALSE,FALSE,0
15/07/2014 08:47:16,100,87,100 : 87,Set point active power : Active power set point: 87%,1,FALSE,FALSE,0
15/07/2014 08:47:18,100,93,100 : 93,Set point active power : Active power set point: 93%,1,FALSE,FALSE,0
15/07/2014 08:47:20,100,100,100 : 100,Set point active power : Relative reduction reversed,1,FALSE,FALSE,0
15/07/2014 08:47:22,0,0,0 : 0,RTU : RTU in Operation,1,FALSE,FALSE,0
15/07/2014 08:47:26,100,82,100 : 82,Set point active power : Active power set point: 82%,1,FALSE,FALSE,0
15/07/2014 08:47:36,100,83,100 : 83,Set point active power : Active power set point: 83%,1,FALSE,FALSE,0
15/07/2014 08:47:38,100,88,100 : 88,Set point active power : Active power set point: 88%,1,FALSE,FALSE,0
15/07/2014 08:47:41,100,96,100 : 96,Set point active power : Active power set point: 96%,1,FALSE,FALSE,0
15/07/2014 08:47:43,100,100,100 : 100,Set point active power : Relative reduction reversed,1,FALSE,FALSE,0
15/07/2014 08:47:43,0,0,0 : 0,RTU : RTU in Operation,1,FALSE,FALSE,0
15/07/2014 09:37:20,100,82,100 : 82,Set point active power : Active power set point: 82%,1,FALSE,FALSE,0
15/07/2014 09:37:22,100,83,100 : 83,Set point active power : Active power set point: 83%,1,FALSE,FALSE,0
15/07/2014 09:37:25,100,90,100 : 90,Set point active power : Active power set point: 90%,1,FALSE,FALSE,0
15/07/2014 09:37:27,100,97,100 : 97,Set point active power : Active power set point: 97%,1,FALSE,FALSE,0
15/07/2014 09:37:29,100,100,100 : 100,Set point active power : Relative reduction reversed,1,FALSE,FALSE,0
15/07/2014 09:37:30,0,0,0 : 0,RTU : RTU in Operation,1,FALSE,FALSE,0
15/07/2014 09:46:21,100,100,100 : 100,Set point active power : Relative reduction reversed,1,FALSE,FALSE,0
15/07/2014 09:46:23,0,0,0 : 0,RTU : RTU in Operation,1,FALSE,FALSE,0
15/07/2014 10:11:47,100,82,100 : 82,Set point active power : Active power set point: 82%,1,FALSE,FALSE,0
15/07/2014 10:11:47,100,5000,100 : 5000,Set point active power : Set point fault P,1,FALSE,FALSE,0
15/07/2014 10:11:47,100,100,100 : 100,Set point active power : Relative reduction reversed,1,FALSE,FALSE,0
15/07/2014 10:11:48,0,0,0 : 0,RTU : RTU in Operation,1,FALSE,FALSE,0
15/07/2014 10:11:48,100,82,100 : 82,Set point active power : Active power set point: 82%,1,FALSE,FALSE,0
15/07/2014 10:11:49,100,86,100 : 86,Set point active power : Active power set point: 86%,1,FALSE,FALSE,0
15/07/2014 10:11:51,100,91,100 : 91,Set point active power : Active power set point: 91%,1,FALSE,FALSE,0
15/07/2014 10:11:53,100,95,100 : 95,Set point active power : Active power set point: 95%,1,FALSE,FALSE,0
15/07/2014 10:11:55,100,100,100 : 100,Set point active power : Relative reduction reversed,1,FALSE,FALSE,0
15/07/2014 10:11:56,0,0,0 : 0,RTU : RTU in Operation,1,FALSE,FALSE,0
15/07/2014 10:16:07,100,82,100 : 82,Set point active power : Active power set point: 82%,1,FALSE,FALSE,0
15/07/2014 10:16:10,100,83,100 : 83,Set point active power : Active power set point: 83%,1,FALSE,FALSE,0
15/07/2014 10:16:12,100,89,100 : 89,Set point active power : Active power set point: 89%,1,FALSE,FALSE,0
15/07/2014 10:16:14,100,95,100 : 95,Set point active power : Active power set point: 95%,1,FALSE,FALSE,0
15/07/2014 10:16:17,100,100,100 : 100,Set point active power : Relative reduction reversed,1,FALSE,FALSE,0
15/07/2014 10:16:17,0,0,0 : 0,RTU : RTU in Operation,1,FALSE,FALSE,0
15/07/2014 10:18:28,100,82,100 : 82,Set point active power : Active power set point: 82%,1,FALSE,FALSE,0
15/07/2014 10:18:31,100,86,100 : 86,Set point active power : Active power set point: 86%,1,FALSE,FALSE,0
15/07/2014 10:18:33,100,91,100 : 91,Set point active power : Active power set point: 91%,1,FALSE,FALSE,0
15/07/2014 10:18:35,100,98,100 : 98,Set point active power : Active power set point: 98%,1,FALSE,FALSE,0
15/07/2014 10:18:37,100,100,100 : 100,Set point active power : Relative reduction reversed,1,FALSE,FALSE,0
15/07/2014 10:18:37,0,0,0 : 0,RTU : RTU in Operation,1,FALSE,FALSE,0
15/07/2014 10:18:58,100,82,100 : 82,Set point active power : Active power set point: 82%,1,FALSE,FALSE,0
15/07/2014 10:19:01,100,85,100 : 85,Set point active power : Active power set point: 85%,1,FALSE,FALSE,0
15/07/2014 10:19:03,100,82,100 : 82,Set point active power : Active power set point: 82%,1,FALSE,FALSE,0
15/07/2014 10:19:08,100,84,100 : 84,Set point active power : Active power set point: 84%,1,FALSE,FALSE,0
15/07/2014 10:19:11,100,91,100 : 91,Set point active power : Active power set point: 91%,1,FALSE,FALSE,0
15/07/2014 10:19:14,100,99,100 : 99,Set point active power : Active power set point: 99%,1,FALSE,FALSE,0
15/07/2014 10:19:16,100,100,100 : 100,Set point active power : Relative reduction reversed,1,FALSE,FALSE,0
15/07/2014 10:19:16,0,0,0 : 0,RTU : RTU in Operation,1,FALSE,FALSE,0
15/07/2014 10:19:28,100,82,100 : 82,Set point active power : Active power set point: 82%,1,FALSE,FALSE,0
15/07/2014 10:19:35,100,83,100 : 83,Set point active power : Active power set point: 83%,1,FALSE,FALSE,0
15/07/2014 10:19:38,100,89,100 : 89,Set point active power : Active power set point: 89%,1,FALSE,FALSE,0
15/07/2014 10:19:40,100,95,100 : 95,Set point active power : Active power set point: 95%,1,FALSE,FALSE,0
15/07/2014 10:19:42,100,100,100 : 100,Set point active power : Relative reduction reversed,1,FALSE,FALSE,0
15/07/2014 10:19:42,0,0,0 : 0,RTU : RTU in Operation,1,FALSE,FALSE,0
15/07/2014 10:20:34,100,82,100 : 82,Set point active power : Active power set point: 82%,1,FALSE,FALSE,0
15/07/2014 10:20:45,100,85,100 : 85,Set point active power : Active power set point: 85%,1,FALSE,FALSE,0
15/07/2014 10:20:48,100,94,100 : 94,Set point active power : Active power set point: 94%,1,FALSE,FALSE,0
15/07/2014 10:20:50,100,100,100 : 100,Set point active power : Relative reduction reversed,1,FALSE,FALSE,0
